data,BPAC5,RAPT4,CMIG4,MELK3,DIRR3,PLPL3,BPAN4,BRAP4,27.635.189/0001-45,34.964.555/0001-75,BRKM5,LWSA3,MYPK3,BRDT3,CSNA3,RECV3,IFCM3,WEST3,BTOW3,BBAS3,ECOR3,TIMS3,HYPE3,EMBR3,GMAT3,CMIG3,RRRP3,PETR4,GOAU4,HAPV3,SUZB3,BRFS3,PETR3,LAME4,MRFG3,TGMA3,SOMA3,BBDC3,AESB3,JSLG3,SBFG3,PNVL3,LAME3,ESPA3,LIGT3,RAIL3,AZUL4,AERI3,GNDI3,LREN3,BBDC4,GOAU3,PARD3,CRFB3,MULT3,ALSO3,MOVI3,GGBR4,MDIA3,EQTL3,INTB3,BRAP3,ASAI3,ITUB4,VALE3,PSSA3,PETZ3,ENEV3,CURY3,CVCB3,40.365.982/0001-30,10.406.511/0001-61,AMER3,MGLU3,VVAR3,CESP6,CYRE3,VAMO3,RADL3,JBSS3,SMFT3,B3SA3,IRBR3,PCAR3,ABEV3,TUPY3,POMO4,BRKM3,VIIA3,ELET6,LEVE3,RENT3,DASA3,LVTC3,ARZZ3,RANI3,MRVE3,CEAB3,IGTA3,EZTC3,VBBR3,NTCO3,SYNE3,STBP3,RDOR3,TOTS3,CMIN3,CCRO3,BRML3,TEND3,ABCB4,COGN3,MTRE3,HBOR3,YDUQ3,ARML3,USIM5,VIVA3,10.406.600/0001-08,ANIM3,LJQQ3,ITUB3,AURE3,WEGE3,BRPR3,HBSA3,EVEN3,UGPA3,NEOE3,TCSA3,ELET3
2022-02-16,97.4067055947,105.42778289,100.228832952,101.282051282,105.271439811,111.076923077,104.213483146,119.487795118,,,89.4152351205,83.0547112462,93.5504885992,,106.930737924,115.187165776,85.7142857143,86.0,,122.461005199,98.7704918033,105.095057034,112.203749558,80.8219178082,98.6733001658,92.6025917927,110.730253353,115.746924429,99.3848857641,122.543352601,96.4291196684,84.3694493783,118.143322476,,98.776619846,97.8886756239,105.106048704,111.459842797,100.903342367,97.2111553785,104.797867614,100.225225226,,62.6201923077,93.2765957451,94.0878378383,120.238095238,89.9236641221,110.936205468,112.561374795,111.808920814,99.2474129821,105.284974093,110.491803279,119.123931624,105.493998153,104.562737642,100.69699193,97.9913751974,109.420610349,116.303181981,124.334251607,100.694444445,126.399741534,114.802462801,103.585086042,113.255956017,99.0106007067,104.285714286,112.667660209,,109.910429876,114.464432897,94.459833795,,105.346350535,105.449936628,103.422370618,96.70781893,97.9710144927,113.75,131.557320923,83.0845771144,101.012425219,97.7950713359,97.0426065163,100.0,85.2158590309,79.0476190476,104.816722206,99.1570303875,113.301886792,76.7338470658,86.0981308412,111.241370327,87.1014492754,106.25,94.7967479675,,96.5770171149,114.252336448,98.3090837597,95.5555555555,111.819595645,112.737006469,106.319832402,98.5163204747,111.302847282,116.967509025,81.6876122083,108.336534768,99.1869918699,74.9103942653,87.3931623931,108.706225681,76.0977472319,102.176781003,105.424528302,102.107335831,91.1904761905,83.0205540661,119.850274591,100.0,94.9060036387,103.693570451,89.8550724638,100.91047041,108.665749656,100.745083985,106.648199446,105.267883867
2022-02-17,97.6011301568,101.839926403,98.9321128909,100.512820513,101.652242329,107.384615385,105.711610486,115.806322529,,,88.096477529,83.282674772,91.6612377853,,100.678657812,112.887700535,84.5714285714,84.5714285714,,122.461005199,98.2240437158,104.790874525,113.65405023,77.9210314263,98.175787728,92.3326133911,108.792846498,115.289982425,94.0246045694,121.676300578,97.4897053072,84.1474245115,117.589576547,,102.945174445,95.9692898275,101.413982718,110.345863246,100.0,95.6175298806,100.488671701,101.726726726,,59.9759615385,87.8297872343,93.9189189191,118.144499179,88.5496183206,110.936205468,111.415711948,110.505178734,96.1429915334,104.093264249,112.196721312,118.42948718,105.170821791,101.457541191,95.3411592076,96.7659548091,109.420610349,116.267429389,119.651056015,102.237654321,124.630910052,109.864032837,103.346080306,115.14966402,98.0918727915,102.714285714,109.388971684,,108.336169815,110.717854394,91.8282548476,,107.717340772,102.78833967,100.751252087,96.9547325104,98.208168643,112.8125,128.040709876,81.8407960199,98.2052462034,96.3035019455,95.9899749373,96.393442623,84.8810572688,76.380952381,104.483489852,98.2315647706,112.113207547,76.5263781861,84.1121495329,109.118145109,85.652173913,103.75,91.2195121951,,92.4205378973,112.803738317,99.5674400317,94.9999999999,109.797822706,111.889359804,112.5,94.6587537092,111.475409836,116.365824308,79.9521244764,106.863875016,98.3739837398,73.237753883,83.9743589744,107.052529183,69.7594501719,98.0211081793,102.476415094,100.620806355,87.1428571429,80.4289544236,117.69884672,100.0,92.9351121892,104.651162791,88.6956521739,98.3308042489,106.671251719,101.492266314,101.939058172,105.297815025
2022-02-18,94.6847617258,101.011959522,99.3135011442,101.282051282,102.832415422,107.692307692,100.0,116.246498599,,,86.8124240846,77.3556231003,92.8338762214,,99.3879057886,109.518716578,81.0285714286,81.7142857143,,124.956672444,95.3551912568,103.041825095,115.351963212,77.1958098308,97.3466003317,91.7926565873,106.289120715,115.992970123,92.5307557115,117.53371869,96.025087044,83.5701598579,116.84039088,,101.178069778,96.8650031986,100.785545955,110.840965269,100.180668473,100.531208499,100.0888494,98.648648649,,58.8942307692,83.1489361704,85.641891892,118.02134647,87.0229007634,110.936205468,112.929623568,111.130974932,94.3555973659,103.989637306,114.098360656,118.91025641,105.493998153,100.760456274,93.6903888483,97.1462576881,110.437859354,113.585984984,119.467401286,97.9938271607,125.108972615,110.094920472,102.915869981,112.095296274,96.5371024735,106.714285714,104.918032787,,107.717499135,108.909161323,88.0886426593,,105.90423059,102.915082382,97.4123539232,97.5308641977,95.6521739131,110.8125,128.671896475,80.0995024876,97.3308789689,95.784695201,96.6917293233,96.0655737705,82.8898678415,75.0476190476,103.968494396,95.8848483847,110.264150943,75.192649674,82.8271028034,108.375667579,85.652173913,106.583333333,92.5203252033,,92.4694376528,111.869158878,93.9441604408,95.2777777777,107.931570762,111.599375418,111.103351955,93.471810089,111.216566005,116.967509025,83.2435667265,106.159559483,97.9674796748,73.715651135,83.9743589744,107.879377432,64.7193585337,97.2955145118,103.380503144,99.65032102,86.9047619048,78.1948168007,118.276059076,100.0,90.3881140085,102.599179207,85.7971014493,96.6616084977,103.438789546,100.060166851,101.108033241,103.711463634
2022-02-21,93.3237897914,97.7000919965,97.406559878,98.9743589745,97.9543666405,100.923076923,95.5056179775,118.567426971,,,83.2899531493,74.0881458967,88.5993485347,,99.7912657961,113.048128342,76.1714285714,78.0,,122.287694974,92.2131147541,102.88973384,112.875840113,73.9323126511,95.0248756219,90.7127429804,110.402384501,118.980667838,91.7398945515,115.606936416,95.8399054246,81.4387211368,120.0,,96.5564114183,95.329494562,96.6221523964,108.984332685,99.7289972898,103.054448871,96.1350510882,94.9699699697,,54.2067307692,82.9787234044,85.9797297298,112.931034483,83.0534351144,,107.896890343,109.827232851,93.6970837253,99.6891191709,113.836065574,115.811965812,100.646352724,99.4930291506,92.5898752752,96.8082106842,107.916850951,110.654272435,118.457300275,96.1419753091,122.049372215,110.184710108,101.195028681,105.070250458,94.628975265,104.0,99.0312965723,,106.617807052,101.706687131,83.379501385,,104.323570432,99.6831432195,91.8196994992,95.9259259261,94.4927536232,105.625,126.868506195,77.8606965174,96.9627243442,93.7094682231,93.6842105263,93.1147540984,80.281938326,71.619047619,101.908512572,92.2160382606,109.528301887,73.3550681683,80.0817757006,103.829620946,85.5072463769,102.0,87.6422764228,,88.5574572126,109.76635514,88.2422335826,90.5555555556,104.510108865,109.346419808,108.798882681,91.6913946587,108.886971527,114.079422383,80.6104129264,101.741580228,92.2764227642,71.8040621267,80.7692307693,103.210116731,59.6792668959,95.5145118735,101.847484277,96.7533666205,83.9285714286,73.5478105451,115.914735802,100.0,90.1292174589,100.957592339,84.0579710145,92.2610015175,103.851444292,99.3129845221,95.0138504155,101.346902125
2022-02-22,99.3509512154,98.0680772772,97.1777269261,98.7179487179,98.4264358775,102.769230769,95.6928838943,117.887154862,,,81.8844351899,76.8996960486,87.3615635179,,100.476977808,108.823529412,80.1142857143,80.0,,123.431542461,93.5792349727,102.205323194,115.847187832,70.5076551168,95.5223880597,90.2267818577,107.600596125,118.594024604,92.3550087871,119.556840077,95.8904095026,85.9236234458,118.143322476,,100.271862256,95.0735764556,103.692065986,108.984332685,100.0,106.241699867,98.9338071968,95.7207207206,,55.5288461538,82.8936170215,89.4144144143,114.901477833,90.6870229008,,106.096563011,109.410035386,93.6030103481,101.70984456,119.409836066,118.269230769,102.123730379,108.301647655,93.1768158475,96.6391871825,111.101282618,112.29889167,118.54912764,101.080246914,123.167011198,112.095946639,100.86042065,111.240073305,96.0424028269,105.0,103.874813711,,107.732201409,96.2160117384,84.0720221607,,106.183170618,99.7465145753,95.2420701169,97.7366255143,96.9433465086,108.125,129.753930642,79.8507462687,100.828347906,95.3955901427,92.6315789474,93.7704918033,74.9074889869,73.7142857143,101.938806422,91.9516195126,116.188679245,71.5174866627,77.4532710279,107.32056793,85.3623188406,103.249999999,87.1544715447,,90.0733496331,111.495327103,86.9052300433,91.6666666667,106.065318818,113.763105064,113.861731843,92.8783382789,110.871440897,116.245487365,86.5948533812,101.997694968,98.7804878049,70.1314217444,80.5555555556,108.073929961,60.328369607,97.0976253301,104.048742138,98.6160087045,86.3095238095,74.4414655943,116.669041586,100.0,90.1597490365,100.273597811,89.5652173913,92.7162367223,105.364511692,99.7488408806,96.3988919668,102.095181084
2022-02-23,98.9621020913,98.9880404786,99.3897787948,100.512820513,97.5609756103,99.6923076923,93.5393258423,115.326130452,,,81.3465209091,77.2036474164,88.4039087953,,95.5963217206,110.695187166,82.3428571429,75.7142857143,,124.055459272,90.5737704918,101.216730038,115.104350902,68.8557614827,97.8441127695,94.4384449246,94.1579731744,120.281195079,88.9279437607,116.570327553,90.0319364502,81.9715808171,118.175895766,,100.589034889,95.0095969289,103.534956795,107.684689876,101.806684734,103.85126162,103.42070191,94.66966967,,54.3269230769,85.4468085108,88.6824324325,113.628899836,86.7175572519,,105.155482815,108.888538554,90.4045155221,100.0,117.508196721,117.521367521,101.800554016,108.745247148,90.0586940575,100.357704223,112.339672711,111.548087236,117.079889807,102.854938272,121.445064634,110.915854284,100.525812619,109.040928528,94.9116607774,104.428571429,97.3174366617,,106.884917198,95.8930308329,81.8559556787,,106.834030683,97.845373891,95.5759599332,91.8518518517,96.416337286,112.125,131.557320923,78.855721393,102.761159687,96.0440985733,93.984962406,92.4590163934,78.4669603525,72.7619047619,105.271129961,92.4474046649,110.113207547,70.1541197392,77.9789719628,107.372671617,83.3333333333,102.5,86.3414634146,,88.1662591685,109.906542056,88.3995281164,90.2777777778,105.754276827,123.801026099,113.826815642,90.9495548962,109.145815358,115.643802647,81.7474566128,105.007043156,96.7479674797,71.0872162486,79.4871794872,109.678988327,57.2737686139,94.0633245386,105.306603774,98.4781072715,86.0714285714,73.726541555,115.303877283,100.0,87.3203123076,102.735978112,86.6666666667,92.564491654,102.613480055,99.9979016568,96.1218836565,104.280155642
2022-02-24,101.489621398,98.8040478387,97.4828375286,98.7179487179,97.6396538162,97.5384615385,94.8501872651,116.046418567,,,81.2077043206,81.5349544073,86.3843648213,,94.7896017061,108.556149733,82.6857142857,77.1428571429,,120.103986135,90.4371584699,101.596958175,115.281216837,70.3062046737,97.3466003317,92.3866090714,95.5886736215,117.363796133,88.2249560629,116.088631985,90.7894976208,76.9982238011,116.319218241,,104.123244223,96.4171465134,103.534956795,105.271067517,102.890695574,102.124833997,103.731674811,95.1951951953,,54.2067307692,82.1276595747,90.7094594594,106.97865353,87.3282442748,,104.37806874,105.603108511,88.5230479774,101.658031088,120.0,116.239316239,103.647276085,106.337135615,89.0682318417,96.7236989336,113.312693498,114.801573114,116.483011938,104.475308643,119.388295127,112.288353002,99.6653919695,109.957238852,95.8303886926,106.714285714,93.8897168405,,106.489698698,97.5402334508,84.7645429363,,106.741050674,97.5918884663,95.7429048414,95.4320987652,96.1791831357,116.5625,132.549185577,78.6069651741,105.108145421,96.2386511025,92.7318295739,92.131147541,76.3876651983,74.4761904762,102.544683429,89.7701648442,110.075471698,73.4736218139,76.8691588785,106.630194086,85.2173913044,100.5,85.6910569106,,87.432762836,109.906542056,90.6802988597,87.4999999999,102.954898911,114.320767343,114.594972067,90.2077151335,107.075064711,116.967509025,79.8922800718,102.061723652,96.3414634146,71.0872162486,77.3504273503,107.003891051,57.9610538373,93.9973614778,102.830188679,98.6932953533,88.2142857143,73.726541555,112.941092912,100.0,89.5185859043,103.41997264,86.9565217391,92.4127465857,106.327372765,99.3752497158,96.9529085873,101.167315175
2022-02-25,101.100772274,97.6080956765,97.63539283,100.0,95.7513768693,96.9230769231,93.7265917599,120.528211284,,,82.8214471628,75.9118541033,85.0814332251,,101.243361822,110.481283423,84.1714285714,74.2857142857,,122.045060659,88.6612021858,103.498098859,118.500176866,70.9105560032,98.8391376451,91.9546436282,100.983606557,119.507908611,91.4762741649,116.859344894,92.7086525861,74.2007104796,118.469055375,,100.453103761,97.5047984641,101.963864886,105.580506281,104.065040651,103.187250996,101.776988005,97.4474474478,,51.9230769231,83.8297872342,87.2747747749,103.81773399,86.7175572519,,103.600654664,106.124605343,90.4985888993,95.5958549223,124.918032787,118.002136752,102.631578947,103.485424588,93.3969185622,96.6391871825,113.09155241,119.270647122,121.074380165,103.858024692,121.827719426,118.368394048,100.286806884,106.841783751,95.1943462898,107.714285714,93.5171385991,,107.970395497,98.5091761672,83.2409972299,,105.950720595,96.1977186313,92.2370617696,96.1316872427,94.5718050066,115.625,131.467151408,76.1194029851,107.225034514,98.5732814527,92.3308270677,95.0819672131,81.9559471365,72.1904761905,104.241139049,89.836269531,108.528301887,74.3331357439,76.168224299,105.796535105,88.2608695652,99.5833333332,84.0650406504,,85.9168704155,110.23364486,91.0342115611,90.0,100.777604977,113.763105064,115.398044693,91.9881305638,101.466781708,113.237063779,75.3441053262,99.8847483679,91.8699186992,67.7419354839,74.5726495728,103.356031129,58.6865215733,97.0316622693,103.262578616,98.1481633786,85.3571428571,72.0285969616,114.621295131,100.0,89.7628385262,103.283173735,87.8260869565,91.8057663126,101.856946355,100.184697239,96.9529085873,104.070637534
2022-03-02,100.128649464,96.1361545542,100.457665904,97.6923076924,94.8859166013,98.7692307691,93.8202247187,128.411364546,,,81.7803227486,74.4680851064,84.2996742673,,109.43156997,120.802139038,84.8571428571,72.0,,123.396880416,90.1639344262,102.281368821,117.969579059,71.5551974214,97.0149253731,94.7624190065,114.038748137,121.862917399,97.3637961334,121.868978805,92.5908097374,73.3570159858,122.214983714,,103.081105574,96.6090850929,102.906520031,104.714077741,102.43902439,101.062416999,101.954686806,94.4444444444,,50.7211538462,83.4893617023,88.063063063,101.97044335,93.4351145038,,103.273322422,105.029461996,96.3311382878,94.0414507771,130.62295082,114.262820513,100.461680517,101.584283903,99.4130594277,93.4699965228,113.09155241,119.949946371,126.859504132,102.391975309,119.806140385,127.82195998,100.047801147,107.94135614,95.2650176678,107.857142857,91.0581222057,,109.909200227,104.807303824,87.3961218837,,105.113900511,94.1698352346,93.6560934891,94.9794238681,96.3109354412,114.0625,129.122744044,77.1144278607,108.927749654,94.1634241245,92.4812030075,89.8360655738,80.0176211454,73.5238095238,104.029082096,88.8116468838,106.716981132,74.2442205098,77.2196261682,104.454865182,88.695652174,98.0833333331,82.4390243902,,86.5525672373,110.934579439,87.3771136455,90.4166666666,97.8227060653,115.74838278,116.445530726,96.1424332345,100.258843831,113.116726835,73.4290843806,98.4120886161,90.6504065041,67.8614097969,74.5726495728,100.145914397,58.4192439864,101.385224275,102.201257862,98.7970967279,87.1428571429,70.5987488829,112.664640335,100.0,92.3580226331,102.18878249,84.347826087,89.37784522,98.4181568087,100.745083985,94.1828254848,103.262496259
2022-03-03,96.2401582224,95.2161913527,101.14416476,99.2307692309,94.3351691585,96.9230769231,94.1011235949,131.252501,,,84.0534443865,73.7082066869,84.6254071662,,114.917266068,119.893048129,83.5428571429,74.2857142857,,123.369936644,90.3005464481,100.836501901,117.863459498,68.5737308622,97.5124378109,95.950323974,115.081967213,120.351493849,100.615114235,118.400770713,90.4528037671,71.1367673179,121.237785016,,99.8640688718,96.4171465134,102.906520031,106.059960212,103.613369467,101.328021248,97.290093292,96.9969969967,,50.7211538462,84.9361702129,87.668918919,97.1674876847,95.7251908396,,101.309328969,107.059866239,99.3414863593,93.8341968914,132.327868852,116.025641026,101.523545706,99.8732572871,103.81511372,91.3994586251,113.312693498,118.948873793,129.935720845,101.466049383,119.901870422,127.886095434,101.386233269,111.667684789,93.0035335689,107.857142857,88.3010432191,,109.909817529,100.4470616,87.3961218837,,107.205950721,94.4233206592,94.3238731219,98.1481481479,94.7035573121,116.4375,133.180372175,81.0945273632,111.320754717,91.9584954604,92.4812030075,86.5573770492,79.3656387666,71.2380952381,106.331414723,89.5387984399,104.830188679,73.7107291049,74.64953271,103.295558161,85.9420289855,98.7499999997,82.1138211382,,86.0635696822,109.112149532,88.5174990172,93.1944444445,98.2892690513,114.543832255,116.934357542,98.3679525222,100.690250216,114.079422383,71.7534410533,100.268920476,89.837398374,68.458781362,74.5726495728,98.8326848249,55.6319205806,105.079155673,102.594339623,99.0801746374,85.7142857143,68.7220732797,112.664640335,100.0,95.4111804063,103.146374829,84.0579710145,91.0470409712,97.5928473175,101.492266314,93.6288088643,105.0284346
2022-03-04,91.5739687328,92.7322907087,99.0846681923,94.8717948719,90.4799370581,96.3076923076,93.3520599247,137.775110044,,,82.2488287351,69.7568389058,79.1530944627,,116.974402105,118.877005348,77.4857142857,71.7142857143,,120.283027099,87.1584699454,98.3269961974,114.503006721,66.1966156326,94.6932006633,92.8725701942,115.111773472,120.316344464,103.954305799,115.414258189,96.5132931318,68.5168738899,120.423452769,,94.9705482556,97.8246960972,99.842890809,104.015580138,100.27100271,99.8671978752,92.9364726787,96.5465465463,,48.4375,81.7872340427,85.8671171174,89.6141215107,90.2290076336,,98.7315875611,103.980133373,98.3066792098,89.9999999998,129.049180328,112.5,99.1228070172,95.3738910011,107.850330154,85.6949154377,112.118531623,113.943510904,135.261707989,98.0709876546,118.082999733,130.797845049,99.330783939,107.025045816,90.3886925795,100.714285714,82.4143070045,,109.250082934,97.1849544548,87.1191135734,,106.694560669,91.318124208,91.2353923205,97.9012345679,94.4137022397,112.3125,130.204778213,77.1144278607,110.308329498,90.3372243839,92.9323308271,85.9016393443,78.8017621146,68.9523809524,105.422599212,88.1175476711,100.396226415,72.1398933017,73.890186916,101.159307021,85.5072463769,96.333333333,79.837398374,,83.2762836184,105.981308411,87.3377900121,100.416666667,95.4898911352,114.432299799,113.407821229,100.0,98.1018119069,110.469314079,70.0179533214,98.73223204,88.6178861789,64.5161290323,73.7179487179,95.0389105062,51.8136693396,104.419525066,102.437106918,97.14598537,85.7142857143,68.0071492404,110.457590478,100.0,96.205001427,101.641586867,82.8985507246,86.7981790592,97.0387380243,99.6243104919,90.5817174515,103.831188267
2022-03-07,94.4903371638,87.4885004603,93.7452326469,94.3589743591,85.5232100712,90.7692307693,91.5730337075,142.737094838,,,78.5181329169,66.8693009119,76.091205212,,116.732386101,115.508021391,76.8571428571,66.2857142857,,115.138177857,81.8306010929,95.0570342207,113.194198797,61.7244157937,88.0597014925,89.2008639311,114.157973174,111.775043937,101.757469244,113.776493256,97.7758950827,63.7655417407,111.205211727,,96.5111010422,95.9692898275,92.615868028,100.794132748,99.3676603437,97.7423638779,88.4495779651,89.1141141144,,44.4711538462,76.2553191491,87.5563063066,73.4811165846,86.5648854963,,89.9345335515,101.317991404,98.1185324553,87.8238341968,125.770491803,109.134615385,93.4441366572,91.3814955637,105.906089509,80.4551868803,110.526315789,110.833035395,139.669421488,94.7530864201,115.546153772,134.774243202,93.2600382411,97.4343310938,86.4310954064,95.0,73.7704918033,,106.496717899,87.2371425664,81.0249307479,,106.322640632,85.8048162231,84.8080133556,94.3209876545,92.4901185769,106.875,125.335624457,73.3830845771,104.64795214,87.0946822309,88.2205513784,81.3114754098,77.4625550661,64.7619047619,99.545592245,84.4817898904,96.2264150943,65.0563129816,69.2172897193,95.8577569364,86.3768115943,92.0833333333,72.3577235772,,78.2885085577,101.074766355,79.8269760128,97.0833333333,89.1135303265,115.9491412,108.240223463,100.59347181,95.1682484898,107.70156438,67.0855774985,98.0919451915,83.3333333333,61.0513739547,68.1623931625,87.5972762644,47.3463153875,100.989445911,94.3789308175,92.9111316989,81.1904761905,60.8579088472,107.98779659,100.0,94.8921435848,92.339261286,79.4202898551,81.4871016692,90.7040714824,97.8808850583,83.6565096953,98.4136486081
2022-03-08,93.9070634775,88.2244710214,95.4996186118,96.153846154,86.2313139266,91.6923076921,94.943820224,138.655462185,,,76.6961651918,64.2097264438,76.9381107492,,111.125682,116.844919786,77.8857142857,69.4285714286,,116.02522083,84.9726775956,96.0456273761,114.573753095,62.8525382756,86.8988391376,89.6868250538,116.423248882,114.094903339,100.161968855,113.102119461,97.5402093852,68.2504440497,112.996742671,,99.0484821024,96.4811260394,97.4076983505,101.661445507,99.4579945804,105.444887118,89.1159484674,90.3153153156,,46.5144230769,77.3617021278,90.9346846848,78.6945812808,83.5114503817,,95.6628477906,102.622962957,95.4589788166,87.7720207256,124.131147542,109.401709402,96.0757156046,96.7680608363,103.135612804,85.1455890567,110.084033613,113.156953879,134.802571166,94.9074074079,114.445258354,128.860954336,93.8336520075,101.832620648,88.1978798587,94.8571428572,73.7704918033,,106.131747163,86.9787578421,83.7950138504,,106.276150628,87.389100127,87.061769616,92.4691358024,92.8326745717,117.375,122.810878064,75.3731343284,104.187758859,87.1595330739,87.0676691729,80.6557377049,77.5330396477,64.7619047619,100.545289306,82.6639109998,97.6981132076,63.6633076467,70.969626168,96.964960271,88.9855072465,92.4166666662,73.1707317073,,79.7555012227,101.775700934,81.0853322848,93.4722222221,91.9129082425,115.279946464,109.811452514,96.884272997,100.690250216,109.506618532,68.6415320168,99.6926623133,86.5853658537,61.3048481321,70.0854700856,87.9377431909,50.7827415043,99.9340369392,96.3836477988,94.1208057949,82.1428571429,65.0580875782,107.725052559,100.0,96.3881908936,97.6744186047,81.4492753623,82.3975720789,89.8687308389,97.3204983123,85.8725761773,99.7006884165
2022-03-09,99.5453757775,88.4084636618,99.1609458429,95.8974358976,94.9645948072,95.3846153845,102.153558052,136.014405762,,,79.7674822141,68.8449848024,77.1986970688,,112.819794031,113.957219252,84.9142857143,71.7142857143,,122.589338828,90.0273224044,98.7072243348,117.898832685,66.3980660757,90.0497512438,93.5205183586,111.356184799,114.446397188,102.821136169,117.822736031,99.4593643507,73.4458259325,112.964169381,,101.948346172,103.262955854,102.513747054,107.484831173,100.993676603,107.038512616,94.5357618834,92.2672672669,,49.2788461538,79.3191489363,92.7364864864,85.632183908,86.4122137404,,100.081833061,109.200019586,98.2135165139,89.6373056995,127.868852459,113.141025641,98.7534626038,100.126742712,106.607943607,88.906361973,113.976116762,116.553450125,132.415059688,103.395061728,120.141195512,125.463303886,97.8489483748,110.93463653,91.8021201413,103.428571429,86.2891207154,,108.683719376,88.8520470938,86.2880886427,,106.462110646,92.4588086184,90.5676126878,94.8148148149,95.3886693015,122.4375,124.433929316,75.8706467662,106.166589968,90.3372243839,87.619047619,80.9836065574,78.5550660793,64.9523809524,104.604665253,83.9529523947,105.245283019,68.1683461766,72.9556074763,100.755503452,89.6220847135,102.5,76.9105691057,,84.6454767728,103.878504673,94.2587495088,93.6111111111,99.066874028,116.841400848,115.363128492,99.5548961424,106.384814495,111.793020457,74.8653500898,103.278268665,89.4308943089,67.0331341404,74.1452991453,94.0661478598,53.4555173732,100.329815303,101.8081761,97.6501574307,85.9523809524,66.6666666667,112.401896305,100.0,99.7466644436,103.830369357,85.7971014493,85.128983308,93.9758223339,99.5620452982,94.1828254848,104.579467225
2022-03-10,95.6568845361,90.8003679856,98.0930587338,98.4615384615,92.6042486234,94.4615384616,99.0636704119,138.895558223,,,81.0341835848,66.2613981763,76.8729641692,,110.924001996,114.973262032,85.7142857143,67.4285714286,,120.992661477,90.4371584699,96.2737642582,115.422709586,56.4867042707,89.552238806,93.8444924405,110.104321908,118.453427065,106.100775858,115.221579961,102.40543557,70.648312611,116.123778502,,98.5047575895,101.215611004,99.4501178324,106.493616592,101.626016261,108.897742364,89.9155930696,91.6666666667,,47.9567307692,78.2978723405,91.5540540543,82.3070607553,86.5648854963,,97.1358428806,108.521434379,101.537958563,90.6735751298,128.0,112.393162393,97.5069252076,99.4296577946,111.520922297,85.2301008077,113.666519239,115.194851627,136.042240588,102.700617284,120.236925548,129.605897315,92.9254302106,106.353084912,88.3392226148,99.0,82.9359165425,,108.460594179,86.2359017595,82.5484764543,,108.693630869,92.6489226865,89.9833055092,92.0164609053,93.096179183,117.6875,120.015623131,74.8756218905,104.187758859,86.7704280156,86.8170426065,81.6393442623,77.5506607929,62.2857142857,103.604968192,83.4902195862,103.886792453,68.2868998222,71.553738318,100.937866354,92.6973523261,98.8333333327,73.3333333333,,83.5207823963,103.317757009,85.4895792371,93.3333333333,106.376360809,114.365380326,113.75698324,96.4391691394,105.090595341,111.432009627,73.3093955715,102.189781022,90.6504065041,67.642526269,71.794871795,92.1692607007,54.7155402827,101.583113457,100.982704402,97.1815407897,85.0,66.7560321716,111.771310631,100.0,96.8461645595,103.009575923,84.0579710145,85.2807283763,90.425624601,99.3129845221,91.4127423823,103.801257109
2022-03-11,98.9621020913,86.7525298991,96.4912280702,93.5897435898,86.3099921325,86.1538461538,95.0374531829,137.254901961,,,79.0560471975,64.5136778116,77.9804560259,,104.389569879,110.427807487,83.6571428571,65.7142857143,,118.579904591,87.9781420765,97.1863117868,113.65405023,53.1023368251,77.28026534,93.1965442761,107.421758569,114.200351494,105.923498037,110.597302505,102.826302887,68.5168738899,113.38762215,,91.7535115543,95.0095969289,93.087195601,105.564352921,101.716350497,104.780876494,83.7849844511,87.0870870867,,44.4711538462,78.2978723405,87.6126126128,77.4630541872,83.9694656488,,93.4942716855,108.05164462,100.588117977,87.4611398965,127.213114754,109.027777778,95.0600184669,96.6413181241,111.631741365,83.8779127928,112.074303405,112.777545567,134.802571166,100.154320988,118.896705041,128.926565274,92.7820267685,101.893708003,84.6643109541,96.5714285714,78.6140089419,,106.603023528,80.35764928,78.8088642659,,105.113900511,88.7198986055,84.3071786311,90.534979424,92.4901185769,112.1875,119.564775561,72.8855721393,101.886792453,85.4734111543,85.7644110276,77.0491803279,75.7885462556,61.1428571429,101.75704332,80.3502469574,101.339622642,67.1310017783,68.63317757,100.547088707,90.0614086581,87.083333333,71.5447154472,,78.141809291,100.747663551,83.444750295,90.6944444444,102.488335925,113.963863484,113.547486033,95.5489614243,102.588438309,107.581227437,54.8773189707,100.909207325,86.1788617886,63.4986597949,67.094017094,87.645914397,53.2646048109,97.2295514517,97.0518867923,94.3145187028,80.5952380952,57.9982126899,111.771310631,100.0,95.8386224942,99.5896032832,80.5797101449,81.4871016692,85.8312510649,98.1922110288,83.1024930748,101.855731817
